Collector (PI),field_number,Genus,Species,subspecies,needs_confirmation,order,sex,mass (g),date,Country,Departament,Municipio,Locality,vereda,reserva,Latitude_Original,Longitude_Original,elevation,Ectoparasite_sample,Ectoparsite Sampling Method,Ecotparasite Box Location (Cold Storage),ectoparasites_box,lice_total,Ecomorph Notes,lice ages,feather_mites_total,ticks_total,flies_total,fleas_total,others,Column
JMA,F73,Pipreola,riefferii,,,Passeriformes,U,300,2015-06-24T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26136,76.39932,2623,NO,,,,,,,,,,,,
JMA,NA,Phaethornis,syrmatophorus,,,Apodiformes,U,300,2015-06-24T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,7640020,2463,NO,,,,,,,,,,,,
JMA,A2694,Manacus,manacus,,,Passeriformes,M,35.69,2015-06-25T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,A2695,Manacus,manacus,,,Passeriformes,F,31.23,2015-06-25T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,A2696,Mionectes,striaticollis,,,Passeriformes,F,32.8,2015-06-25T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,A2700,Mionectes,olivaceus,,,Passeriformes,F,29.16,2015-06-25T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,B977,Myadestes,ralloides,,,Passeriformes,U,,2015-06-25T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,B978,Euphonia,xanthogaster,,,Passeriformes,M,27.12,2015-06-25T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,B979,Tangara,arthus,,,Passeriformes,U,32.42,2015-06-25T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,C990,Tangara,arthus,,,Passeriformes,U,37.11,2015-06-25T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,CG10001,Phylloscartes,ophthalmicus,,cf,Passeriformes,U,29.29,2015-06-25T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,CG10003,Mionectes,olivaceus,,,Passeriformes,F,28.81,2015-06-25T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,F50033,Momotus,aequatorialis,,,Coraciiformes,U,145,2015-06-25T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,B82,Myiophobus,flavicans,,,Passeriformes,U,300,2015-06-26T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.2631,76.39901,2470,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,B83,Basileuterus,tristriatus,,,Passeriformes,U,301,2015-06-26T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26382,76.39921,2264,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,B85,Myiophobus,flavicans,,,Passeriformes,U,300,2015-06-26T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26399,76.39822,2466,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,F521,Turdus,serranus,,,Passeriformes,U,300,2015-06-26T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26212,76.40194,2507,YES,,Universidad Icesi,"E4,24",2,,,0,0,,,0,
JMA,F76,Pipreola,riefferii,,,Passeriformes,U,300,2015-06-26T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,7640020,2463,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,NA,Coeligena,coeligena,,,Apodiformes,U,300,2015-06-26T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,76.40235,2470,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,B11,Dysithamnus,mentalis,,,Passeriformes,U,301,2015-06-26T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26203,76.4001,2519,NO,,,,,,,,,,,,
JMA,B17,Xenopipo,flavicapilla,,,Passeriformes,U,300,2015-06-26T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26203,76.4001,2519,NO,,,,,,,,,,,,
JMA,B17,Xenopipo,flavicapilla,,,Passeriformes,U,300,2015-06-26T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26212,76.40194,2507,NO,,,,,,,,,,,,
JMA,B84,Mionectes,striaticollis,,,Passeriformes,U,301,2015-06-26T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.2631,76.39901,2470,NO,,,,,,,,,,,,
JMA,C495,Myadestes,ralloides,,,Passeriformes,U,300,2015-06-26T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26136,76.39932,2623,NO,,,,,,,,,,,,
JMA,CG10004,Mionectes,olivaceus,,,Passeriformes,F,30.8,2015-06-26T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,CG10005,Tolmomyias,assimilis,,,Passeriformes,U,,2015-06-26T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,CG10006,Euphonia,xanthogaster,,,Passeriformes,F,24.82,2015-06-26T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,F77,Pipreola,riefferii,,,Passeriformes,U,300,2015-06-26T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26292,76.39703,2499,NO,,,,,,,,,,,,
JMA,I309,Rupicola,peruvianus,,,Passeriformes,F,221,2015-06-26T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,NA,Adelomyia,melanogenys,,,Apodiformes,U,300,2015-06-26T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26275,76.39835,2503,NO,,,,,,,,,,,,
JMA,NA,Adelomyia,melanogenys,,,Apodiformes,U,300,2015-06-26T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26275,76.39835,2503,NO,,,,,,,,,,,,
JMA,NA,Adelomyia,melanogenys,,,Apodiformes,U,300,2015-06-26T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26399,76.39822,2466,NO,,,,,,,,,,,,
JMA,C491,Myadestes,ralloides,,,Passeriformes,U,300,2015-06-27T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,76.40235,2470,YES,,Universidad Icesi,"E4,51",3,,,0,0,,,0,
JMA,C492,Diglossa,cyanea,,,Passeriformes,U,301,2015-06-27T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26212,76.40194,2507,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,C493,Henicorhina,leucophrys,,,Passeriformes,U,300,2015-06-27T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26203,76.4001,2519,YES,,Universidad Icesi,"E4,52",0,,,0,0,,,1 Thing,
JMA,C494,Henicorhina,leucophrys,,,Passeriformes,U,300,2015-06-27T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26382,76.39921,2264,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,E381,Atlapetes,latinuchus,,,Passeriformes,U,300,2015-06-27T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,7640020,2463,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,I163,Aulacorhynchus,prasinus,,,Piciformes,U,300,2015-06-27T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26292,76.39703,2499,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,NA,Coeligena,torquata,,,Apodiformes,U,300,2015-06-27T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,7640020,2463,YES,,Universidad Icesi,"E4,50",0,,,0,0,,,1 Floer mite,
JMA,NA,Aglaiocercus,kingii,,,Apodiformes,U,300,2015-06-27T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26292,76.39703,2499,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,B10,Henicorhina,leucophrys,,,Passeriformes,U,300,2015-06-27T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,76.40235,2470,NO,,,,,,,,,,,,
JMA,B86,Myioborus,miniatus,,,Passeriformes,U,301,2015-06-27T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.2631,76.39901,2470,NO,,,,,,,,,,,,
JMA,B980,Masius,chrysopterus,,,Passeriformes,F,24.36,2015-06-27T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,B981,Anabacerthia,variegaticeps,,,Passeriformes,U,44.85,2015-06-27T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,B982,Glyphorynchus,spirurus,,,Passeriformes,U,24.13,2015-06-27T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,C234,Premnoplex,brunnescens,,,Passeriformes,U,301,2015-06-27T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26136,76.39932,2623,NO,,,,,,,,,,,,
JMA,C743,Myiothlypis,coronatus,,,Passeriformes,U,301,2015-06-27T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26399,76.39822,2466,NO,,,,,,,,,,,,
JMA,C992,Tangara,icterocephala,,,Passeriformes,U,35.83,2015-06-27T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,C993,Myadestes,ralloides,,,Passeriformes,U,60.2,2015-06-27T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,CG10008,Myrmotherula,schisticolor,,,Passeriformes,F,19.94,2015-06-27T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,CG10009,Myrmotherula,schisticolor,,,Passeriformes,F,18.41,2015-06-27T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,CG10010,Masius,chrysopterus,,,Passeriformes,F,21.02,2015-06-27T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,CG10011,Masius,chrysopterus,,,Passeriformes,F,23.08,2015-06-27T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,CG10099,Machaeropterus,regulus,,,Passeriformes,F,20.98,2015-06-27T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,D590,Trogon,collaris,,,Trogoniformes,M,,2015-06-27T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,D591,Trogon,collaris,,,Trogoniformes,F,132.47,2015-06-27T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,E380,Xiphorhynchus,erythropygius,,,Passeriformes,U,301,2015-06-27T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26399,76.39822,2466,NO,,,,,,,,,,,,
JMA,E597,Syndactyla,subalaris,,,Passeriformes,U,301,2015-06-27T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26136,76.39932,2623,NO,,,,,,,,,,,,
JMA,F50034,Malacoptila,mystacalis,,,Galbuliformes,U,119.32,2015-06-27T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,F50035,Turdus,leucops,,,Passeriformes,F,127.97,2015-06-27T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,F50036,Malacoptila,mystacalis,,,Galbuliformes,U,104.75,2015-06-27T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,NA,Pseudocolaptes,boissonneautii,,,Passeriformes,U,300,2015-06-27T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26275,76.39835,2503,NO,,,,,,,,,,,,
JMA,NA,Coeligena,coeligena,,,Apodiformes,U,300,2015-06-27T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26382,76.39921,2264,NO,,,,,,,,,,,,
JMA,C489,Myiothlypis,coronatus,,,Passeriformes,U,301,2015-06-29T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26292,76.39703,2499,YES,,Universidad Icesi,"E4,48",2,,,0,0,,,0,
JMA,C490,Henicorhina,leucophrys,,,Passeriformes,U,300,2015-06-29T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26275,76.39835,2503,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,B12,Dysithamnus,mentalis,,,Passeriformes,U,301,2015-06-29T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26382,76.39921,2264,NO,,,,,,,,,,,,
JMA,B983,Masius,chrysopterus,,,Passeriformes,F,24.68,2015-06-29T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,C234,Premnoplex,brunnescens,,,Passeriformes,U,301,2015-06-29T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26203,76.4001,2519,NO,,,,,,,,,,,,
JMA,C742,Myiothlypis,coronatus,,,Passeriformes,U,301,2015-06-29T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26212,76.40194,2507,NO,,,,,,,,,,,,
JMA,C994,Myadestes,ralloides,,,Passeriformes,U,,2015-06-29T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,C995,Anabacerthia,variegaticeps,,,Passeriformes,U,56.58,2015-06-29T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,CG10012,Machaeropterus,deliciosus,,,Passeriformes,F,24.9,2015-06-29T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,CG10013,Mionectes,striaticollis,,,Passeriformes,F,25.84,2015-06-29T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,CG10014,Basileuterus,tristriatus,,,Passeriformes,U,23.84,2015-06-29T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,CG10015,Glyphorynchus,spirurus,,,Passeriformes,U,24.02,2015-06-29T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,CG10016,Mionectes,olivaceus,,,Passeriformes,U,27.45,2015-06-29T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,CG10017,Basileuterus,tristriatus,,,Passeriformes,U,33.1,2015-06-29T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,CG10018,Myrmotherula,schisticolor,,,Passeriformes,F,20.24,2015-06-29T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,CG10019,Basileuterus,tristriatus,,,Passeriformes,U,29.12,2015-06-29T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,E318,Scytalopus,latrans,,,Passeriformes,U,301,2015-06-29T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26136,76.39932,2623,NO,,,,,,,,,,,,
JMA,F78,Turdus,serranus,,,Passeriformes,U,300,2015-06-29T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.2631,76.39901,2470,NO,,,,,,,,,,,,
JMA,G14,Campephilus,hematogaster,,,Piciformes,U,24.2,2015-06-29T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,NA,Phaethornis,syrmatophorus,,,Apodiformes,U,300,2015-06-29T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,76.40235,2470,NO,,,,,,,,,,,,
JMA,NA,Phaethornis,syrmatophorus,,,Apodiformes,U,300,2015-06-29T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,7640020,2463,NO,,,,,,,,,,,,
JMA,C996,Tangara,icterocephala,,,Passeriformes,U,34.7,2015-06-30T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,C997,Tangara,icterocephala,,,Passeriformes,U,37.12,2015-06-30T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,D592,Tangara,icterocephala,,,Passeriformes,U,42.7,2015-06-30T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,F50037,Snowornis,cryptalophus,,,Passeriformes,U,156.14,2015-06-30T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,C480,Myadestes,ralloides,,,Passeriformes,U,300,2015-07-01T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26382,76.39921,2264,YES,,Universidad Icesi,"E4,54",3,,,0,0,,,0,
JMA,C481,Myadestes,ralloides,,,Passeriformes,U,300,2015-07-01T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.2631,76.39901,2470,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,C482,Conirostrum,albifrons,,,Passeriformes,U,301,2015-07-01T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26292,76.39703,2499,YES,,Universidad Icesi,"E4,53; E4,78",0,,,0,0,,1,1 Flea,
JMA,C484,Myiothlypis,coronatus,,,Passeriformes,U,301,2015-07-01T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,7640020,2463,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,E375,Dysithamnus,occidentalis,,,Passeriformes,U,300,2015-07-01T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,76.40235,2470,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,E376,Dysithamnus,occidentalis,,,Passeriformes,U,300,2015-07-01T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26136,76.39932,2623,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,E377,Dysithamnus,occidentalis,,,Passeriformes,U,300,2015-07-01T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26382,76.39921,2264,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,E378,Thamnophilus,unicolor,,,Passeriformes,U,300,2015-07-01T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26292,76.39703,2499,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,F80,Arremon,brunneinucha,,,Passeriformes,U,300,2015-07-01T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,7640020,2463,YES,,Universidad Icesi,"E4,56",3,,,0,0,,,0,
JMA,NA,Coeligena,coeligena,,,Apodiformes,U,300,2015-07-01T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26212,76.40194,2507,YES,,Universidad Icesi,"E4,55",0,,,Many,0,,,0,
JMA,NA,Coeligena,torquata,,,Apodiformes,U,300,2015-07-01T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26275,76.39835,2503,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,NA,Coeligena,coeligena,,,Apodiformes,U,300,2015-07-01T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26399,76.39822,2466,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,B87,Basileuterus,tristriatus,,,Passeriformes,U,301,2015-07-01T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26203,76.4001,2519,NO,,,,,,,,,,,,
JMA,B88,Basileuterus,tristriatus,,,Passeriformes,U,301,2015-07-01T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26382,76.39921,2264,NO,,,,,,,,,,,,
JMA,C483,Myadestes,ralloides,,,Passeriformes,U,300,2015-07-01T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26203,76.4001,2519,NO,,,,,,,,,,,,
JMA,C485,Premnornis,guttuliger,,,Passeriformes,U,301,2015-07-01T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26136,76.39932,2623,NO,,,,,,,,,,,,
JMA,C486,Myiothlypis,coronatus,,,Passeriformes,U,301,2015-07-01T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26275,76.39835,2503,NO,,,,,,,,,,,,
JMA,C488,Henicorhina,leucophrys,,,Passeriformes,U,300,2015-07-01T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26212,76.40194,2507,NO,,,,,,,,,,,,
JMA,E379,Scytalopus,latrans,,,Passeriformes,U,300,2015-07-01T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,76.40235,2470,NO,,,,,,,,,,,,
JMA,E544,Pipreola,riefferii,,,Passeriformes,U,300,2015-07-01T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.2631,76.39901,2470,NO,,,,,,,,,,,,
JMA,F79,Pipreola,riefferii,,,Passeriformes,U,500,2015-07-01T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26399,76.39822,2466,NO,,,,,,,,,,,,
JMA,NA,Heliodoxa,rubinoides,,,Apodiformes,U,300,2015-07-01T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26212,76.40194,2507,NO,,,,,,,,,,,,
JMA,NA,Ocreatus,underwoodii,,,Apodiformes,U,300,2015-07-01T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26275,76.39835,2503,NO,,,,,,,,,,,,
